title,variant,price,imgUrl,link,l1,l2,inviteId,modelId,final_1688_link,price judge,update date,itemid,最大价格,tag,共有model数
贝德玛舒缓保湿沐浴油（适用于干性、敏感性肌肤）1000毫升,升级版,28,https://cf.shopee.vn/file/vn-11134207-820l4-mibfzrwgxpmu3a,http://shopee.vn/product/1584772038/57552499069,Bath & Body Care,Body Oil,IVCN202604031888,320305002115,https://detail.1688.com/offer/994453551746.html?spm=a26352.b28411319/2508.0.0,1688链接,04-07发布,57552499069,54.79,四月热招,1
小梦花园花瓣沐浴露，温和香氛，滋润柔嫩肌肤,8.3 组合沐浴露,31.3,https://cf.shopee.vn/file/vn-11134207-81ztc-ml4dzwq4v20z0e,http://shopee.vn/product/1396768895/28078388097,Bath & Body Care,Body Wash & Soap,IVCN202604031890,335577975653,https://detail.1688.com/offer/920494275465.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0b5681be17748513224772711e102b&token=2kA0y8lYBP6kT7ZuO5SDkvN70FnoqFyRx1cyWFIoJ%2BjbpJqF8KUr1xg0GyZvs8Vr,1688链接,04-07发布,28078388097,52.6,四月热招,1
酮康唑去屑洗发露（全新二合一头皮护理，干性发质适用）400毫升,洗发水 200毫升,9,https://cf.shopee.ph/file/ph-11134207-81zto-mko3dk9zvx1j97,http://shopee.ph/product/706230726/28591686508,Hair Care,Shampoo,IVCN202604031892,335579411675,https://detail.1688.com/offer/1008182631452.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i0&source=action%23offerItem%3Borigin%23cf.shopee.ph&amug_biz=oneself&amug_fl_src=awakeId_982,1688链接,04-07发布,28591686508,13.87,四月热招,1
多肽生发精华液 60毫升,2瓶,14,https://cf.shopee.ph/file/ph-11134207-81ztd-mj86wqcpqoli98,http://shopee.ph/product/821191562/49754353573,Hair Care,Hair Treatment,IVCN202604031894,345407045554,https://detail.1688.com/offer/975488623895.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0bab14ad17739010612042568e1123&token=x6N7QRS8Fum%2BqGzwtyCiJ40%2BYJOCYCp76WkDs7byrU72bnjC8Khw%2FpCZmINTtg3R,1688链接,04-07发布,49754353573,71.79,四月热招,1
NEGRA ULTIMA GLUTA 木瓜皂（每包6块）10包,NEGRA ULTIMA GLUTA 木瓜皂（每包6块）10包,82.9,https://cf.shopee.ph/file/ph-11134207-7ra0u-mdsqm57avhom79,http://shopee.ph/product/54739553/42164893554,Bath & Body Care,Body Wash & Soap,IVCN202604031896,306233821217,https://detail.1688.com/offer/995880574299.html?spm=a26352.13672862.offerlist.24.20b0dadelrIS4R&cosite=-&tracelog=p4p&_p_isad=1&clickid=8496e72cbea9439abcbb2ed791b2deb6&sessionid=0c593ecaf7a94979a690f0039029622b,1688链接,04-07发布,42164893554,82.91,四月热招,1
QFORET 韩国防脱洗发露（清凉草本配方）- 头皮护理及丰盈（500毫升）,洗发水 500毫升,24.52,https://cf.shopee.ph/file/sg-11134207-7qvf9-lhiexmeaquy1d3,http://shopee.ph/product/751577459/51751699127,Hair Care,Shampoo,IVCN202604031898,445156465067,https://detail.1688.com/offer/846496800903.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,1688链接,04-07发布,51751699127,24.53,四月热招,1
【新品】Antisol Plus 高级去屑洗发露（含草本精华）| 300毫升 品牌：iCare Pharma,1 chai Antisol Plus,8.75,https://cf.shopee.vn/file/vn-11134207-81ztc-mlc7mjamgzya46,http://shopee.vn/product/340959280/41978218252,Hair Care,Shampoo,IVCN202604031900,287353570542,https://detail.1688.com/offer/1006632984971.html?lang=zh&kjSource=pc&fromkv=refer%3AHVDFOR2TGRCFGTSGKJLUWVCDKFGDIWKUIFGUEV2HLFNFIRKPJJMUOUJUKRHU2SZXJZJFSRKXLJGFUTZVLBMEKWSDKRGVMUKYIVMTGSKMGRMVIT2OLJKEQRJUKRBU4USVJBCVURCRJVFTOUCOGZIT2PJ5JU111111&bizType=saasTool&customerId=alipriceLP,1688链接,04-07发布,41978218252,32.85,四月热招,1
正品LK身体乳两罐装（每罐6x1公斤）批发价,正品LK身体乳两罐装（每罐6x1公斤）批发价,21,https://cf.shopee.vn/file/vn-11134207-7ras8-m62fykpevk0303,http://shopee.vn/product/151405450/24841253675,Bath & Body Care,"Body Cream, Lotion & Butter",IVCN202604031902,252611722605,https://detail.1688.com/offer/961790377993.html?spm=a26352.13672862.offerlist.184.4a8853efXeHKN5&offerId=961790377993&sortType=&pageId=&abBizDataType=cbuOffer&trace_log=normal&uuid=43d7f4a0da6e4ff9ab52812be2f51a82&skuId=6060781598880&forcePC=1774578863233,1688链接,04-07发布,24841253675,94.86,四月热招,1
有机草本洗发水和护发素套装【赠送护手霜】——促进血液循环，预防脱发——500毫升,有机草本洗发水和护发素套装【赠送护手霜】——促进血液循环，预防脱发——500毫升,8.5,https://cf.shopee.vn/file/vn-11134207-81ztc-ml67qf4c232n3c,http://shopee.vn/product/1128063267/41527624468,Hair Care,Shampoo,IVCN202604031904,445368650886,https://detail.1688.com/offer/917142511764.html?spm=a26352.13672862.offerlist.14.519142b8YNe6fp&offerId=917142511764&sortType=&pageId=&abBizDataType=cbuOffer&hotSaleSkuId=5952902986018&trace_log=normal&uuid=74fb74507ed3442fa897e17f9020e220&forcePC=1774517393039,1688链接,04-07发布,41527624468,65.68,四月热招,1
Envy 生发精华油,1|30毫升,15,https://cf.shopee.com.br/file/br-11134207-81ztc-mjm2hgy4zrwh54,http://shopee.com.br/product/1570789030/58253556241,Hair Care,Hair Treatment,IVCN202604031906,238799483704,https://detail.1688.com/offer/737052294700.html?spm=a26352.13672862.offerlist.95.45ea1e626xZGMr&offerId=737052294700&sortType=&pageId=&abBizDataType=cbuOffer&trace_log=normal&uuid=a6d434bb2e344d49a99d27397f688d49&skuId=5885914696441&forcePC=1774512717784,1688链接,04-07发布,58253556241,54.08,四月热招,1
Asad Bourbon 保湿身体乳 200g ISABELLE LA BELLE,Asad Bourbon 保湿身体乳 200g ISABELLE LA BELLE,19.4,https://cf.shopee.com.br/file/br-11134207-81ztc-mjco3ckqve9uc3,http://shopee.com.br/product/868163166/58253080445,Bath & Body Care,"Body Cream, Lotion & Butter",IVCN202604031908,239435459702,https://detail.1688.com/offer/971174680682.html?spm=a26352.13672862.offerlist.98.4ba11e62RxE5H0&offerId=971174680682&sortType=&pageId=&abBizDataType=cbuOffer&hotSaleSkuId=5920118821493&trace_log=normal&uuid=dcbccf2a3d344f1dac82a958ed4f0500&forcePC=1774513788967,1688链接,04-07发布,58253080445,22.82,四月热招,1
Progressiva Nanoplastia Pantovin 三疗法,1升,7.6,https://cf.shopee.com.br/file/sg-11134201-8226g-mhql4tgcbtvq14,http://shopee.com.br/product/989859741/19096934421,Hair Care,Hair Treatment,IVCN202604031910,229413997880,https://detail.1688.com/offer/917142511764.html?spm=a26352.13672862.offerlist.14.519142b8YNe6fp&offerId=917142511764&sortType=&pageId=&abBizDataType=cbuOffer&hotSaleSkuId=5952902986018&trace_log=normal&uuid=74fb74507ed3442fa897e17f9020e220&forcePC=1774517393039,1688链接,04-07发布,19096934421,104.11,四月热招,1
头发阴影妆容可以填补白发和空隙,黑色，标准,6.8,https://cf.shopee.com.br/file/br-11134207-7r98o-mc9oh5dumuw082,http://shopee.com.br/product/908796520/19499332995,Hair Care,Hair Styling,IVCN202604031912,219597000991,https://detail.1688.com/offer/644964167181.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i2&source=action%23offerItem%3Borigin%23shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,1688链接,04-07发布,19499332995,14.57,四月热招,2
TELUNJUK JARI MAVERICK OIL 现货 ORI 总部,TELUNJUK JARI MAVERICK OIL 现货 ORI 总部,4,https://cf.shopee.com.my/file/my-11134207-820l8-mlfw6ym9q77n18,http://shopee.com.my/product/519530124/51955929651,Bath & Body Care,Massage Oil,IVCN202604031914,320537514623,https://detail.1688.com/offer/926335145485.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i0&source=action%23offerItem%3Borigin%23cf.shopee.com.my&amug_biz=oneself&amug_fl_src=awakeId_982,1688链接,04-07发布,51955929651,28.38,四月热招,1
NEO 护发乳液新品上市 120毫升,120毫升,7,https://cf.shopee.com.my/file/0546ff796fb96f73bd507b7142ebf0ba,http://shopee.com.my/product/251432049/5142424435,Hair Care,Hair Treatment,IVCN202604031916,40306719498,https://detail.1688.com/offer/988865542105.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i2&source=action%23offerItem%3Borigin%23shopee.com.my&amug_biz=oneself&amug_fl_src=awakeId_982,1688链接,04-07发布,5142424435,15.45,四月热招,1
黄姜祛瘤按摩油 100ml 正品，非中国制造,黄姜祛瘤按摩油 100ml 正品，非中国制造,16.13,https://cf.shopee.ph/file/ph-11134207-81ztk-mk079xptybk58c,http://shopee.ph/product/1573905039/56655425228,Bath & Body Care,Massage Oil,IVCN202604031918,380493874570,https://detail.1688.com/offer/901841278398.html?spm=a26352.13672862.offerlist.173.19cb1e62k5oPep&offerId=901841278398&sortType=&pageId=&abBizDataType=cbuOffer&trace_log=normal&uuid=889d8ba464314d6487c54ca9f34ab8d6&skuId=5930265928636&forcePC=1774608399413,1688链接,04-07发布,56655425228,16.13,四月热招,1
[ iiMONO ] Camille Rose 卷发保湿乳 | 卷发定型霜 | 卷发造型乳 | 蜂蜜保湿免洗护发素 | 黄油啫喱 | 发膜,卷发棒,17.75,https://cf.shopee.com.my/file/a6a4d080a11f09645cfe735fcd786ead,http://shopee.com.my/product/9049245/7706215690,Hair Care,Hair Treatment,IVCN202604031920,78819520900,https://detail.1688.com/offer/996810938789.html?kj_agent_plugin=aliprice&fromkv=xytTrace%3A0&version=0,1688链接,04-07发布,7706215690,28.03,四月热招,1
Dunia Herbs 乳液 Mustajab Extrahot 130ml,Dunia Herbs 乳液 Mustajab Extrahot 130ml,5.45,https://cf.shopee.com.my/file/my-11134207-7rasl-m5k9z9atfk6j8d,http://shopee.com.my/product/394127937/26324746871,Bath & Body Care,"Body Cream, Lotion & Butter",IVCN202604031922,147665327004,https://detail.1688.com/offer/694323042393.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i9&source=action%23offerItem%3Borigin%23shopee.com.my&amug_biz=oneself&amug_fl_src=awakeId_982,1688链接,04-07发布,26324746871,5.46,四月热招,1
Minoki SoftSilk Revitalizing Experience 单瓶焕发体验,面具,9.9,https://cf.shopee.com.my/file/my-11134207-7ras9-m9bdsa7avt9h3a,http://shopee.com.my/product/1143130416/25606393763,Hair Care,Shampoo,IVCN202604031924,168269448916,https://detail.1688.com/offer/578519428098.html?spm=a26352.13672862.offerlist.304.58311e621AqWSz&offerId=578519428098&sortType=&pageId=&abBizDataType=cbuOffer&trace_log=normal&uuid=5ee307ccef3e497bae76bacd85f3f51d&skuId=4386566472028&forcePC=1774491989742,1688链接,04-07发布,25606393763,136,四月热招,1
QUARXERY 抗痘除螨沐浴露，背部祛痘控油，有效祛痘，含水杨酸，深层清洁，令肌肤光滑柔嫩。,超值装（2+1）,8.74,https://cf.shopee.ph/file/cn-11134207-820l4-ml3czvkprtol72,http://shopee.ph/product/1309006945/41601076462,Bath & Body Care,Body Wash & Soap,IVCN202604031926,355578538348,https://detail.1688.com/offer/980269083478.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,1688链接,04-07发布,41601076462,8.74,四月热招,1
Apice Apse 抗毛躁卷发激活造型霜 500克，适用于卷发,Apice Apse 抗毛躁卷发激活造型霜 500克，适用于卷发,7,https://cf.shopee.com.br/file/br-11134207-81ztc-mjzsrj4ttvy968,http://shopee.com.br/product/446308819/58204148067,Hair Care,Hair Styling,IVCN202604031928,169413137762,无同款,1688链接,04-07发布,58204148067,13.32,四月热招,1
500顶一次性白色无纺布褶皱帽套装 – 专业用途,500顶一次性白色无纺布褶皱帽套装 – 专业用途,4.37,https://cf.shopee.com.br/file/br-11134207-81zup-mkmkmevc1qf693,http://shopee.com.br/product/1738116416/58204375617,Hair Care,Others,IVCN202604031930,129838447200,https://detail.1688.com/offer/709286791676.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0bf89a7417744209762027756e0e5d&token=FDXThhB2ma8e%2BoSfwtw3huaz3hmkWUAw0VCAZd8n979wqZ0m%2FNaCQC%2BCLDJyvkaX,1688链接,04-07发布,58204375617,4.37,四月热招,1
Chando丰盈洗发水，适合浓密强韧发质，600毫升,Chando丰盈洗发水，适合浓密强韧发质，600毫升,6.59,https://cf.shopee.vn/file/vn-11134207-7ra0g-m8wzw0lbhrbbc6,http://shopee.vn/product/410272685/29034554578,Hair Care,Shampoo,IVCN202604031932,89170086813,https://detail.1688.com/offer/995472741601.html?fro,1688链接,04-07发布,29034554578,6.6,四月热招,1
米胚芽美白身体乳（日夜适用）- 升级版,米米身体乳,4.92,https://cf.shopee.vn/file/vn-11134207-7ras8-mamhicontfbre0,http://shopee.vn/product/96709678/22527445060,Bath & Body Care,"Body Cream, Lotion & Butter",IVCN202604031934,223309663681,https://detail.1688.com/offer/965120814033.html?spm=a26352.13672862.offerlist.4.52091e62OVHmUd&offerId=965120814033&sortType=&pageId=&abBizDataType=cbuOffer&hotSaleSkuId=5908746621645&trace_log=normal&uuid=b3eb78795d7942bdaa0d4834db21fd07&forcePC=1774585500252,1688链接,04-07发布,22527445060,4.92,四月热招,1
头发和胡须专用精华液 + 涂抹器,头发和胡须专用精华液 + 涂抹器,9,https://cf.shopee.com.br/file/br-11134207-820mf-mlfa7hc8g4qt22,http://shopee.com.br/product/1314457962/49056764783,Hair Care,Hair Treatment,IVCN202604031936,405606363894,无同款,1688链接,04-07发布,49056764783,9,四月热招,1
SaoLa 身体按摩油，含生姜提取物，舒缓疼痛，促进睡眠，令肌肤柔软光滑，30毫升，100毫升,西柚味，100毫升,5.5,https://cf.shopee.vn/file/vn-11134207-81ztc-ml75lmf3fbprbd,http://shopee.vn/product/24879770/8764967721,Bath & Body Care,Massage Oil,IVCN202604031938,217410248804,https://detail.1688.com/offer/659986820842.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i40&source=action%23offerItem%3Borigin%23shopee.vn&amug_biz=oneself&amug_fl_src=awakeId_982,1688链接,04-07发布,8764967721,17.26,四月热招,3
【现货】香附子脱毛油（腋下私处适用）60ml 植物美白身体油,1件-60毫升,5,https://cf.shopee.ph/file/ph-11134207-81ztq-mjxris9t9ips53,http://shopee.ph/product/958003129/51154586523,Bath & Body Care,Hair Removal Cream & Wax,IVCN202604031940,320426927986,https://detail.1688.com/offer/1008800202879.html?spm=a26352.b28411319/2508.0.0&cosite=-&tracelog=p4p&_p_isad=1&clickid=2e25457f40be4db28b94da08884515f9&sessionid=4b9d2af9955125f0f982ba46cdce72d4,1688链接,04-07发布,51154586523,7.42,四月热招,2
粉状发影，瞬间填补发际线，防水，遮盖高额头，修复剪发,深棕色,18.75,https://cf.shopee.com.br/file/cn-11134207-820l4-mkdhknwn99mr3c,http://shopee.com.br/product/1388464885/54105888057,Hair Care,Others,IVCN202604031942,320532297847,https://detail.1688.com/offer/755797823486.html?spm=a26352.b28411319/2508.0.0,1688链接,04-07发布,54105888057,23.02,四月热招,2
身体和面部干刷：采用消毒天然鬃毛，可去角质、磨砂和按摩。,身体和面部干刷：采用消毒天然鬃毛，可去角质、磨砂和按摩。,1.43,https://cf.shopee.vn/file/vn-11134207-820l4-mjcza8bqyk1xad,http://shopee.vn/product/234858930/26936292340,Bath & Body Care,Body Scrub & Peel,IVCN202604031944,216073687941,https://detail.1688.com/offer/972022374651.html?spm=a26352.b28411319/2508.0.0,1688链接,04-07发布,26936292340,1.43,四月热招,1
美都黑色染发膏 Brimles 植物覆盖洗发水,C-1 天然黑，500毫升,5.8,https://cf.shopee.com.br/file/sg-11134201-7rfhz-m9on9tlprrccb8,http://shopee.com.br/product/1060556815/26586517950,Hair Care,Shampoo,IVCN202604031946,285050961301,https://detail.1688.com/offer/938514353667.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i0&source=action%23offerItem%3Borigin%23cf.shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,1688链接,04-07发布,26586517950,20.81,四月热招,1
AUDACE 特效防脱发滋养液 200ML（特效/普通型）,奥迪 汤力水,29.97,https://cf.shopee.com.my/file/my-11134207-7rasg-macbisodpklk23,http://shopee.com.my/product/67131948/2724636481,Hair Care,Hair Treatment,IVCN202604031948,430065470716,https://detail.1688.com/offer/680998212837.html?spm=a26352.13672862.offerlist.12.e7234234fPinSv&offerId=680998212837&sortType=&pageId=&abBizDataType=cbuOffer&trace_log=normal&uuid=158dc00f13794555bb504c6c5203b724&skuId=5056579251001&forcePC=1774515532223,1688链接,04-07发布,2724636481,29.97,四月热招,1
O Boticário Nativa SPA 保湿乳液 选择您的香味：,藜麦,4.03,https://cf.shopee.com.br/file/sg-11134201-7rd3o-lw65u84w0fvp08,http://shopee.com.br/product/296842780/22232489949,Bath & Body Care,"Body Cream, Lotion & Butter",IVCN202604031950,129828743035,https://detail.1688.com/offer/691117538605.html?spm=a26352.13672862.offerlist.14.281816ffkbxG1g&offerId=691117538605&sortType=&pageId=&abBizDataType=cbuOffer&trace_log=normal&uuid=3df07526675d44bc86c6d5ff3fc321da&skuId=5779814719125&forcePC=1774493712031,1688链接,04-07发布,22232489949,4.03,四月热招,1
L'Occitane 杏仁沐浴油 (500ml) 清洁紧致保湿沐浴露,500毫升,38,https://cf.shopee.com.my/file/my-11134207-820l9-mik8m6z1e5fk2f,http://shopee.com.my/product/1606424733/49403480275,Bath & Body Care,Body Oil,IVCN202604031952,345332827043,https://detail.1688.com/offer/1004803232912.html?spm=a26352.b28411319/2508.0.0,1688链接,04-07发布,49403480275,97.53,四月热招,1
Natura Aura Alba 丝缎滋润身体乳,Natura Aura Alba 丝缎滋润身体乳,31.5,https://cf.shopee.com.br/file/br-11134207-820ls-ml9aihesp3wl21,http://shopee.com.br/product/418506918/58255999381,Bath & Body Care,"Body Cream, Lotion & Butter",IVCN202604031954,238802130243,https://detail.1688.com/offer/952576024221.html?spm=a26352.13672862.offerlist.127.4ba11e62FTGTiV&offerId=952576024221&sortType=&pageId=&abBizDataType=cbuOffer&trace_log=normal&uuid=72d2d1b366e446e681062a8839c50ca9&skuId=6113823362210&forcePC=1774509056953,1688链接,04-07发布,58255999381,73.69,四月热招,1
7Fitt紧致霜Body Shaping Cream-7天见效-欢迎批发,1支RM98,5,https://cf.shopee.com.my/file/my-11134207-7r98o-lkmu6t6n4rfx5e,http://shopee.com.my/product/11546237/1483731266,Bath & Body Care,"Body Cream, Lotion & Butter",IVCN202604031956,375527152804,https://detail.1688.com/offer/817287951195.html?spm=a26352.13672862.offerlist.24.705c1e62n9sZIj&offerId=817287951195&sortType=&pageId=&abBizDataType=cbuOffer&trace_log=normal&uuid=4a731c34d51e4d5f978f3e968096e08b&skuId=5687948447213&forcePC=1774861514862,1688链接,04-07发布,1483731266,71.71,四月热招,2
再见香蕉奶油 - 美白 50克,1件,14,https://cf.shopee.com.br/file/sg-11134201-8260o-mk9z4pq77k08c7,http://shopee.com.br/product/935007856/23699322029,Bath & Body Care,"Body Cream, Lotion & Butter",IVCN202604031958,209617903184,https://detail.1688.com/offer/992659128428.html?kj_agent_plugin=aliprice&fromkv=xytTrace:213f867c17745970482745388e0ecf&token=VDmFQh9oSxCPUGht6FWDabLSgWirIiq%2FQMNn82t7Y3Ep7wRkcU2MujuzoEvcsAMZ,1688链接,04-07发布,23699322029,76.49,四月热招,1
【升级版】Saludent 美白面霜 烟酰胺 谷胱甘肽 熊果苷 胶原蛋白 樱花亮白霜 SPF50 PA+++ 面部身体防晒霜 Mahalia 推荐,默认,3.5,https://cf.shopee.ph/file/sg-11134201-821fk-mgzesmynn1u043,http://shopee.ph/product/1460664489/50101234637,Bath & Body Care,"Body Cream, Lotion & Butter",IVCN202604031960,228200818349,https://detail.1688.com/offer/960800933694.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,1688链接,04-07发布,50101234637,5.43,四月热招,1
BEAUTESHI 皂 | 磨砂膏 | 精华液 | 润肤露 | 磨砂膏 | ELEN 面霜,浆果润肤露,6.5,https://cf.shopee.com.my/file/my-11134207-820lh-mkjezl8kftoi1b,http://shopee.com.my/product/215105596/29700511167,Bath & Body Care,Body Scrub & Peel,IVCN202604031962,405552359177,https://detail.1688.com/offer/1028705887826.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i6&source=action%23offerItem%3Borigin%23cf.shopee.com.my&amug_biz=oneself&amug_fl_src=awakeId_982,1688链接,04-07发布,29700511167,46.16,四月热招,1
PUNKY COLOUR 三合一护色洗发水和护发素，正装 250 毫升,Redilicious đỏ，全尺寸,7.5,https://cf.shopee.vn/file/vn-11134207-7ra0g-m7c6jmz7xsscba,http://shopee.vn/product/46672895/28128646474,Hair Care,Shampoo,IVCN202604031964,252811065684,https://detail.1688.com/offer/1003658975604.html?spm=a26352.13672862.offerlist.16.229a1e62lUEz1a&offerId=1003658975604&sortType=&pageId=&abBizDataType=cbuOffer&trace_log=normal&uuid=79ae2cbd356c414db4649faee24daecb&skuId=6162830374540&forcePC=1774577388197,1688链接,04-07发布,28128646474,47.19,四月热招,1
Mustika Ratu 护发精华液 175毫升,Mustika Ratu 护发精华液 175毫升,8.31,https://cf.shopee.com.my/file/my-11134207-7rask-m4znbivhri3t2e,http://shopee.com.my/product/147225996/4336304382,Hair Care,Hair Treatment,IVCN202604031966,21280704302,https://detail.1688.com/offer/966571195926.html?spm=a26352.13672862.offerlist.39.36cd7d16Rc6Uid&cosite=-&tracelog=p4p&_p_isad=1&clickid=54a5050715164b0fabc8973163c8bb57&sessionid=c07c73493ca835de7ca4c2866332c6c2,1688链接,04-07发布,4336304382,8.32,四月热招,1
椿花特级丰盈修护洗发水+护发素 300毫升（补充装）,椿花特级丰盈修护洗发水+护发素 300毫升（补充装）,40.5,https://cf.shopee.com.br/file/sg-11134201-821er-mgma4ilt340e34,http://shopee.com.br/product/1489188644/58250276367,Hair Care,Hair Treatment,IVCN202604031968,119871033073,https://detail.1688.com/offer/775178205677.html?spm=a26352.13672862.offerlist.9.21201e62Nr6ig3&offerId=775178205677&sortType=&pageId=&abBizDataType=cbuOffer&trace_log=normal&uuid=906502f299da42bc9e7f9cfed688d3b0&skuId=5470791490365&forcePC=1773887051816,1688链接,04-07发布,58250276367,82.05,四月热招,1
Hetras Hotel Therapy 香氛沐浴露 1013毫升,#07 伍德酒店,33.29,https://cf.shopee.vn/file/vn-11134207-820l4-mipzgr3kp0qu9c,http://shopee.vn/product/253498228/45553798811,Bath & Body Care,Body Wash & Soap,IVCN202604031970,350359107738,https://detail.1688.com/offer/1015256338818.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i25&source=action%23offerItem%3Borigin%23shopee.vn&amug_biz=oneself&amug_fl_src=awakeId_982,1688链接,04-07发布,45553798811,33.3,四月热招,3
Alleva Skin 保湿身体啫喱套装（4 件装）——每件 250 克,4种不同的,7.44,https://cf.shopee.com.br/file/br-11134207-820m4-mlj7i5dhscn9dd,http://shopee.com.br/product/1477637421/23098896958,Bath & Body Care,"Body Cream, Lotion & Butter",IVCN202604031972,209183634144,https://detail.1688.com/offer/698883887077.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0bab14ad17745852233181567e0ef0&token=jVfwxgvE9rjWBu3bR%2BoSygFRpECGW4ScF%2BTP2xzUaFA8zPuoTHWirfr7t7VS1QV4,1688链接,04-07发布,23098896958,7.45,四月热招,1
Gomez 1公斤装保湿柔肤身体乳 - 富含营养的天然萃取物，提亮所有肤质的肤色,体重1公斤,37.54,https://cf.shopee.vn/file/vn-11134207-820l4-mjk7hmvty3nm91,http://shopee.vn/product/92930395/21443777905,Bath & Body Care,"Body Cream, Lotion & Butter",IVCN202604031974,305120983163,https://detail.1688.com/offer/983473666859.html?spm=a26352.13672862.offerlist.4.60f172a2zmLVVL&offerId=983473666859&sortType=&pageId=&abBizDataType=cbuOffer&hotSaleSkuId=5953748765028&trace_log=normal&uuid=2daaa4b569db4062ab85adaa05f31ad8&forcePC=1774520664607,1688链接,04-07发布,21443777905,37.54,四月热招,1
ALLANO 手部和身体乳液 250ml,ALLANO 手部和身体乳液 250ml,2.16,https://cf.shopee.com.my/file/sg-11134201-7rfi5-m9pjvtp9dpp83e,http://shopee.com.my/product/583738211/43800720678,Bath & Body Care,"Body Cream, Lotion & Butter",IVCN202604031976,208516701578,https://detail.1688.com/offer/972558363783.html?kj_agent_plugin=aliprice&fromkv=xytTrace:21360a2e17745197308771692e0de8&token=vuoQJ70LL2HghzPRvestDB8AgUXsMXDAfwz8RYncyAY%2BgIHU95Rv8SWqqDC51WHl,1688链接,04-07发布,43800720678,34.52,四月热招,1
眩晕舒缓滚珠精油 B1T1,眩晕舒缓滚珠精油 B1T1,4,https://cf.shopee.ph/file/ph-11134207-81ztf-ml8nxwupqf42b7,http://shopee.ph/product/1269799077/54606417418,Bath & Body Care,Massage Oil,IVCN202604031978,292418647063,https://detail.1688.com/offer/675129415676.html?spm=a26352.13672862.offerlist.4.6adc6e3dOzg0Hp&offerId=675129415676&sortType=&pageId=&abBizDataType=cbuOffer&trace_log=normal&uuid=833f00b6b334497d97b8c0f85fb444aa&skuId=5429009973070&forcePC=1774607963656,1688链接,04-07发布,54606417418,4.95,四月热招,1
天然药房特润保湿乳液 450毫升,天然药房特润保湿乳液 450毫升,23.85,https://cf.shopee.com.my/file/sg-11134201-824gi-me57urgvicqu01,http://shopee.com.my/product/37463291/27652999318,Bath & Body Care,"Body Cream, Lotion & Butter",IVCN202604031980,232906442527,https://detail.1688.com/offer/841527705640.html?spm=a26352.13672862.offerlist.313.29651e62dhVd1S&cosite=-&tracelog=p4p&_p_isad=1&clickid=662211df38714fcf84d4354593629868&sessionid=bdaa33b564554cfc8ecf266bcbe3afb8,1688链接,04-07发布,27652999318,108.11,四月热招,1
LAROSCORBINE GOLD 胶原蛋白沐浴皂，12块/盒，坚固包装 [沐浴皂] dermanation dermaperfection,黄金，无 $ET,12.65,https://cf.shopee.ph/file/ph-11134207-7ra0t-mcitwlz2l4ry24,http://shopee.ph/product/1582959105/42659546960,Bath & Body Care,Body Wash & Soap,IVCN202604031982,345259596312,https://detail.1688.com/offer/1003838051663.html?spm=a26352.13672862.offerlist.79.2136690cHPuA9o&offerId=1003838051663&sortType=&pageId=&abBizDataType=cbuOffer&hotSaleSkuId=6204354199403&trace_log=normal&uuid=6a15af36c1fa44aabdd8577db8569f14&forcePC=1774852510250,1688链接,04-07发布,42659546960,62.57,四月热招,1
RDL 曲酸乳液 500毫升,RDL 曲酸乳液 500毫升,10,https://cf.shopee.ph/file/ph-11134207-7rasd-m6hylsez5o1r6a,http://shopee.ph/product/458420460/26676906304,Bath & Body Care,"Body Cream, Lotion & Butter",IVCN202604031984,252689030008,https://detail.1688.com/offer/740137687631.html?spm=a26352.13672862.offerlist.4.3a501e62CsqP1t&offerId=740137687631&sortType=&pageId=&abBizDataType=cbuOffer&trace_log=normal&uuid=5a3904522dd84a219fe98eb13c7c23bd&skuId=5274196750311&forcePC=1774596169353,1688链接,04-07发布,26676906304,12.97,四月热招,1
