title,variant,price,imgUrl,link,l1,l2,inviteId,modelId,final_1688_link,price judge,update date,itemid,最大价格,tag,共有model数
杰根斯原味润肤乳（干性肌肤适用）500毫升,杰根斯原味润肤乳（干性肌肤适用）500毫升,13.71,https://cf.shopee.ph/file/ph-11134207-7rasm-m0l7h7nsw9ym22,http://shopee.ph/product/92328166/9602980031,Bath & Body Care,"Body Cream, Lotion & Butter",IVCN202603244274,52367808383,https://detail.1688.com/offer/995708663077.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,1688链接,03-27发布,9602980031,18.27103038,四月热招,1
舒肤佳抗菌沐浴露 北极清新 900毫升x2,舒肤佳抗菌沐浴露 北极清新 900毫升x2,34.72,https://cf.shopee.ph/file/ph-11134207-7rasa-m9ild6acohb275,http://shopee.ph/product/73395170/10803089095,Bath & Body Care,Body Wash & Soap,IVCN202603244276,55365863357,https://detail.1688.com/offer/994623393822.html?spm=a26352.b28411319/2508.0.0,1688链接,03-27发布,10803089095,34.72008176,四月热招,1
SKINEVER 水润轻盈面部防晒霜 & 亮白身体防晒霜 SPF50++++ 双效晒后焕彩套装,面部和身体,17.87,https://cf.shopee.ph/file/ph-11134207-7rasd-m9y44q1gknib3f,http://shopee.ph/product/1022331475/40451401809,Bath & Body Care,Sun Care,IVCN202603270802,59912649655,"https://detail.1688.com/offer/905478615592.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i2&source=action%23offerItem%3Borigin%23shopee.ph&amug_biz=oneself&amug_fl_src=awakeId_982
https://detail.1688.com/offer/954171099781.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i0&source=action%23offerItem%3Borigin%23shopee.ph&amug_biz=oneself&amug_fl_src=awakeId_982",1688链接,03-27发布,40451401809,17.87542475,四月热招,1
舒肤佳抗菌香皂 6块装 纯白色 115克 两块装,舒肤佳抗菌香皂 6块装 纯白色 115克 两块装,19.8,https://cf.shopee.ph/file/ph-11134207-7rash-m70hqleuek8v20,http://shopee.ph/product/73395170/4043368125,Bath & Body Care,Body Wash & Soap,IVCN202603244278,60380974656,https://detail.1688.com/offer/777163099420.html?lang=zh&kjSource=pc&fromkv=refer:HVDFOR2TGRCFGTSGKJLUWVCDKFGDIM2UJ5HFUUSHLFNFIQKPJJNEOUK2IRAVQM2NJ5BEMV2LGZGFQTRVLJDUSVJTIZGUMWSHI4ZEGN2HIUZVITKPIJNEOQJUIRDU2WSTJBCVSVCBLAZTGUCVHU6T2PJ5JU111111&bizType=saasTool&customerId=alipriceLP,1688链接,03-27发布,4043368125,29.07484466,四月热招,1
帕玛氏可可脂配方玫瑰果润肤油 25毫升,帕玛氏可可脂配方玫瑰果润肤油 25毫升,5,https://cf.shopee.com.my/file/sg-11134201-7rdyk-lyhj8xbvvgg6f0,http://shopee.com.my/product/135870504/2328926182,Bath & Body Care,Body Oil,IVCN202603244280,60442651350,https://detail.1688.com/offer/566506231338.html?spm=a26352.13672862.offerlist.14.59e91e62Eo4zXE,1688链接,03-27发布,2328926182,7.464014546,四月热招,1
Senka 完美泡泡身体花香保湿沐浴露 500ml_13729,Senka 完美泡泡身体花香保湿沐浴露 500ml_13729,3.45,https://cf.shopee.vn/file/vn-11134207-81ztc-mlef3kzibll02f,http://shopee.vn/product/27495213/4106837549,Bath & Body Care,Body Wash & Soap,IVCN202603244282,60443121397,https://detail.1688.com/offer/819732670112.html?spm=a26352.13672862.offerlist.4.290d2f95DDyXSQ&offerId=819732670112&sortType=&pageId=&abBizDataType=cbuOffer&hotSaleSkuId=5523825344127&trace_log=normal&uuid=84fd862d848f4d3c9372857085c87503&forcePC=1765875614486,1688链接,03-27发布,4106837549,10.38615316,四月热招,1
身体护理 向日葵身体油 250毫升,身体护理 向日葵身体油 250毫升,7.5,https://cf.shopee.ph/file/sg-11134201-23020-dzi301af0dnv59,http://shopee.ph/product/92328166/5352027202,Bath & Body Care,Body Oil,IVCN202603244284,60976270853,https://detail.1688.com/offer/911884459157.html?spm=a26352.13672862.offerlist.46.1c1e1e62hl4uy0,1688链接,03-27发布,5352027202,13.93507958,四月热招,1
Shokubutsu Mochi Hada 沐浴油 - 滋养柔肤补充装 450ml,默认,3.52,https://cf.shopee.com.my/file/a410463d26f16c45c86786fe80fcaed1,http://shopee.com.my/product/52784309/3954444038,Bath & Body Care,Body Wash & Soap,IVCN202603244286,61155189787,https://detail.1688.com/offer/800731019981.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,1688链接,03-27发布,3954444038,12.11273061,四月热招,1
Antabax 沐浴乳 防护型 960克,默认,6.5,https://cf.shopee.com.my/file/my-11134207-7r98p-lyyu9t07omsgd7,http://shopee.com.my/product/52784309/5462435888,Bath & Body Care,Body Wash & Soap,IVCN202603244288,61788265720,https://detail.1688.com/offer/726817447064.html?spm=a26352.13672862.offerlist.14.64f31e62JC6xeb,1688链接,03-27发布,5462435888,10.6522437,四月热招,1
艾维诺 (AVEENO) 日常保湿乳液 354毫升,艾维诺 (AVEENO) 日常保湿乳液 354毫升,34.53,https://cf.shopee.ph/file/ph-11134211-7qul5-lfoswyz0da1r5e,http://shopee.ph/product/92328166/8338660887,Bath & Body Care,"Body Cream, Lotion & Butter",IVCN202603244290,64697946845,https://detail.1688.com/offer/940418959859.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i3&source=action%23offerItem%3Borigin%23shopee.ph&amug_biz=oneself&amug_fl_src=awakeId_982,1688链接,03-27发布,8338660887,34.53246312,四月热招,1
Bioderma Atoderm 强效凝胶霜 75ml：一款适用于干性和极干性皮肤的保湿舒缓凝胶霜。,Bioderma Atoderm 强效凝胶霜 75ml：一款适用于干性和极干性皮肤的保湿舒缓凝胶霜。,4.72,https://cf.shopee.vn/file/sg-11134201-82621-mleg46n0tdzjfd,http://shopee.vn/product/233692311/17241407867,Bath & Body Care,"Body Cream, Lotion & Butter",IVCN202603244292,68600163111,https://detail.1688.com/offer/963445187794.html?fromk,1688链接,03-27发布,17241407867,4.72949025,四月热招,1
SHOK MOCHI HADA 滋养柔肤沐浴油 525毫升,SHOK MOCHI HADA 滋养柔肤沐浴油 525毫升,5.48,https://cf.shopee.com.my/file/sg-11134201-821dy-mh31yyiclj492e,http://shopee.com.my/product/21516516/6301798449,Bath & Body Care,Body Wash & Soap,IVCN202603244294,70353014189,https://detail.1688.com/offer/823748800080.html?spm=a26352.13672862.offerlist.1.67221e62VvMWmk&cosite=-&tracelog=p4p&_p_isad=1&clickid=5b99bc855c3d49c3ae38bda89f1a957b&sessionid=d6851235976332b34f766ba22ad32a85,1688链接,03-27发布,6301798449,7.454378393,四月热招,1
Tanamera草本按摩油 100毫升,Tanamera草本按摩油 100毫升,1.76,https://cf.shopee.com.my/file/my-11134207-7r98x-lprnef8dr22m4f,http://shopee.com.my/product/58350857/951114612,Bath & Body Care,Massage Oil,IVCN202603244296,70353048705,https://detail.1688.com/offer/987884538070.html?spm=a26352.13672862.offerlist.102.45d51e62zbwkuo&offerId=987884538070&sortType=&pageId=&abBizDataType=cbuOffer&trace_log=normal&uuid=340c31a6d8af4619ae4b1fb36b0dd0a6&skuId=5953210916426&forcePC=1768552688037,1688链接,03-27发布,951114612,46.98053096,四月热招,1
专为干性肌肤设计的护肤凝胶 - BIO-OIL 干性肌肤凝胶（50毫升瓶装）,专为干性肌肤设计的护肤凝胶 - BIO-OIL 干性肌肤凝胶（50毫升瓶装）,4.75,https://cf.shopee.vn/file/sg-11134201-8261e-mlj7e6a0qaki44,http://shopee.vn/product/131190752/2855211678,Bath & Body Care,"Body Cream, Lotion & Butter",IVCN202603244298,70443118125,https://detail.1688.com/offer/858741141890.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,1688链接,03-27发布,2855211678,4.751824582,四月热招,1
有助于改善干燥、暗沉和肤色不均的护肤油，并有助于改善妊娠纹——BIO-OIL 护肤油（125毫升瓶装）,有助于改善干燥、暗沉和肤色不均的护肤油，并有助于改善妊娠纹——BIO-OIL 护肤油（125毫升瓶装）,7.5,https://cf.shopee.vn/file/sg-11134201-82622-mlj7e821fmdh18,http://shopee.vn/product/131190752/1981878143,Bath & Body Care,Body Oil,IVCN202603244300,70443118127,https://detail.1688.com/offer/970999050930.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,1688链接,03-27发布,1981878143,29.65551913,四月热招,1
Sunplay 超强防晒乳液 70克,Sunplay 超强防晒乳液 70克,3.12,https://cf.shopee.vn/file/vn-11134207-820l4-mgxijmq0h7gs2c,http://shopee.vn/product/152872415/6200761444,Bath & Body Care,Sun Care,IVCN202603244302,70443124135,"https://detail.1688.com/offer/894436117601.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i3&source=action%23offerItem%3Borigin%23shopee.vn&amug_biz=oneself&amug_fl_src=awakeId_982
https://detail.1688.com/offer/800906615900.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i1&source=action%23offerItem%3Borigin%23shopee.vn&amug_biz=oneself&amug_fl_src=awakeId_982",1688链接,03-27发布,6200761444,3.124385986,四月热招,1
【赠送150克瓶装/450克袋装】Enchanteur 豪华法国香氛沐浴露 650克/900克（香味随机）,美味（+200克装）,10.12,https://cf.shopee.vn/file/vn-11134207-820l4-meo7pu6k3hmq3c,http://shopee.vn/product/140594869/7728371201,Bath & Body Care,Body Wash & Soap,IVCN202603244304,70709112526,https://detail.1688.com/offer/695995987037.html?lang=zh&kjSource=pc&fromkv=refer:HVDFOR2TGRCFGTSGKJLUWVCDKFGDIM2EKNHEUWSIIUZFIU2PIJMEOQK2KRHVQM2NJ5BEMV2LGZGFQTRVLJDUSVJTIZGUMWSHI4ZEGN2HIUZVITKPIJIUOTJTKRBU4QSWI5KTGRCJLAZTGUCVHU6T2PJ5JU111111&bizType=saasTool&customerId=alipriceLP,1688链接,03-27发布,7728371201,10.12935616,四月热招,1
凯茜·多尔 (Cathy Doll) L 谷胱甘肽魔法霜 SPF50 60毫升,凯茜·多尔 (Cathy Doll) L 谷胱甘肽魔法霜 SPF50 60毫升,3.9,https://cf.shopee.ph/file/ph-11134207-7ra0k-mbw3i3fgasf53e,http://shopee.ph/product/92328166/6257325958,Bath & Body Care,Sun Care,IVCN202603244306,71386351281,无同款,1688链接,03-27发布,6257325958,8.138146545,四月热招,1
ORITA 玫瑰香氛沐浴露 1000毫升,ORITA 玫瑰香氛沐浴露 1000毫升,2.69,https://cf.shopee.com.my/file/sg-11134201-7rffb-m3eni7ltn1r1e7,http://shopee.com.my/product/21516516/7958092794,Bath & Body Care,Body Wash & Soap,IVCN202603244308,71445427275,https://detail.1688.com/offer/722749412195.html?spm=a26352.13672862.offerlist.34.78781e628N8v1o&cosite=-&tracelog=p4p&_p_isad=1&clickid=a3f877e7893d48edb00e33fb24b274cd&sessionid=f1d5bf915c6b4ba945f61b5765ba3bf4,1688链接,03-27发布,7958092794,2.698438706,四月热招,1
Medimix 18 种阿育吠陀草本速效皂三件套，每块 125 克,Medimix 18 种阿育吠陀草本速效皂三件套，每块 125 克,2.19,https://cf.shopee.vn/file/vn-11134207-7ra0g-ma9z7s7f6geb85,http://shopee.vn/product/4984332/1971711827,Bath & Body Care,Body Wash & Soap,IVCN202603244310,72118625468,https://detail.1688.com/offer/802749885297.html?kj_agent_plugin=aliprice&fromkv=xytTrace:2107d64617454768523355357e1335&token=jNVBiroc7v9i%2B4DDDOOqrvQ%2BfU9dUB7SDuh9%2B%2FtTuXyboU4ZZyZBOT9xBzv%2FNsAQ,1688链接,03-27发布,1971711827,2.198728035,四月热招,1
【全新升级】Enchanteur 奢华法式香氛沐浴露 900克 - 丝滑柔润，持久留香24小时,迷人,5.19,https://cf.shopee.vn/file/vn-11134207-7ras8-m3biam64oyld94,http://shopee.vn/product/140594869/2194084409,Bath & Body Care,Body Wash & Soap,IVCN202603244312,72426003470,https://detail.1688.com/offer/695995987037.html?lang=zh&kjSource=pc&fromkv=refer:HVDFOR2TGRCFGTSGKJLUWVCDKFGDIM2EKNHEUWSIIUZFIU2PIJMEOQK2KRHVQM2NJ5BEMV2LGZGFQTRVLJDUSVJTIZGUMWSHI4ZEGN2HIUZVITKPIJNEOWJSIRFU2USUI5CTERCPLAZTGUCVHU6T2PJ5JU111111&bizType=saasTool&customerId=alipriceLP,1688链接,03-27发布,2194084409,5.199459043,四月热招,1
Physiogel 低敏舒缓护理 AI 乳液 - 200毫升,Physiogel 低敏舒缓护理 AI 乳液 - 200毫升,9,https://cf.shopee.ph/file/ph-11134207-7r98x-lubh6ovvq7ci58,http://shopee.ph/product/376525693/7578315483,Bath & Body Care,"Body Cream, Lotion & Butter",IVCN202603244314,73575889179,https://detail.1688.com/offer/1009130424275.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i2&source=action%23offerItem%3Borigin%23shopee.ph&amug_biz=oneself&amug_fl_src=awakeId_982,1688链接,03-27发布,7578315483,85.63832868,四月热招,1
【全新标签 CFS】Cofusions 化妆品纯椰子油 250ml,【全新标签 CFS】Cofusions 化妆品纯椰子油 250ml,5,https://cf.shopee.vn/file/vn-11134207-820l4-mhmuic8kqr5s54,http://shopee.vn/product/60414205/7182197328,Bath & Body Care,Body Oil,IVCN202603244316,74210859897,无同款,1688链接,03-27发布,7182197328,7.975901058,四月热招,1
TROPIKA 甜椰子身体油 (100ml),TROPIKA 甜椰子身体油 (100ml),3.2,https://cf.shopee.com.my/file/my-11134201-820lb-mfrnnd7uo1laac,http://shopee.com.my/product/163557405/3609992792,Bath & Body Care,Body Oil,IVCN202603244318,77081356373,https://detail.1688.com/offer/988030703314.html?spm=a26352.13672862.offerlist.14.71625dd0pbBxmI&cosite=-&tracelog=p4p&_p_isad=1&clickid=a7cd3e9406324552abf15cd644e83946&sessionid=d8052e9bb919ed1a0529d7661fb63865,1688链接,03-27发布,3609992792,39.07527589,四月热招,1
OILUM 胶原蛋白保湿皂 85克 1/4包 有效期至2027年10月,85克装，4包,10.4,https://cf.shopee.com.my/file/sg-11134201-8259q-mftnlbyds8p4bf,http://shopee.com.my/product/46101043/866288438,Bath & Body Care,Body Wash & Soap,IVCN202603244320,78536106399,无同款,1688链接,03-27发布,866288438,22.3089606,四月热招,1
【现场】Bidaura | 单瓶装（1瓶）| Puteri Adiluhung Raya 特别版 | 标准装 300ml / 迷你装 88ml | 66 次沐浴 / 15 次沐浴,紫罗兰色，标准装 300 毫升,16.88,https://cf.shopee.com.my/file/sg-11134201-824hq-mf91ykag84cuf7,http://shopee.com.my/product/1105690280/21794825761,Bath & Body Care,Body Wash & Soap,IVCN202603244322,79556343594,https://detail.1688.com/offer/774189310516.html?spm=a26352.13672862.offerlist.276.32c634c1MrxpcD&offerId=774189310516&sortType=&pageId=&abBizDataType=cbuOffer&hotSaleSkuId=5941150642715&trace_log=normal&uuid=4abb4397766249f08bb92edfea4d737f&forcePC=1767069242460,1688链接,03-27发布,21794825761,27.28010198,四月热招,2
【现场】Bidaura | 单瓶装（1瓶）| Puteri Adiluhung Raya 特别版 | 标准装 300ml / 迷你装 88ml | 66 次沐浴 / 15 次沐浴,绿色疗愈，标准装 300毫升,5.9,https://cf.shopee.com.my/file/sg-11134201-824ii-mf91zdt26gp5c0,http://shopee.com.my/product/1105690280/21794825761,Bath & Body Care,Body Wash & Soap,IVCN202603244324,79556343598,https://detail.1688.com/offer/940068004467.html?spm=a26352.13672862.offerlist.9.37b91e62hWODRW&offerId=940068004467&sortType=&pageId=&abBizDataType=cbuOffer&trace_log=normal&uuid=0adc84c18135457ba5c0604cb575bb89&skuId=6002292779209&forcePC=1768880228609,1688链接,03-27发布,21794825761,29.89257499,四月热招,2
T3祛痘沐浴露 - 杀菌型 550毫升,T3祛痘沐浴露 - 杀菌型 550毫升,18.67,https://cf.shopee.com.my/file/my-11134201-7rask-m9ep1k0i8p725c,http://shopee.com.my/product/21516516/3481592704,Bath & Body Care,Body Wash & Soap,IVCN202603244326,81076705977,https://detail.1688.com/offer/756610893507.html?spm=a26352.13672862.offerlist.14.5a1cb209HMxPlm&offerId=756610893507&sortType=&pageId=&abBizDataType=cbuOffer&hotSaleSkuId=5219423713634&trace_log=normal&uuid=bfafecda470247ffafe4ba33cb6d0f4c&forcePC=1768806236730,1688链接,03-27发布,3481592704,18.67893034,四月热招,1
Purité 天然樱花身体乳 250ml 和 Purité 樱花沐浴露 250ml 套装,Purité 天然樱花身体乳 250ml 和 Purité 樱花沐浴露 250ml 套装,2,https://cf.shopee.vn/file/sg-11134201-8261e-mlfvl42oju9w5b,http://shopee.vn/product/779659055/28551643023,Bath & Body Care,"Body Cream, Lotion & Butter",IVCN202603244328,88934942586,https://detail.1688.com/offer/810089772818.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0b52090217670052809291899e10cf&token=lXgo%2FTap2HD9RRT7ymGoIE%2FW1gVIl0H9G4TaNlg8rJkguGGTWuDEWTFKEgkQvMTc,1688链接,03-27发布,28551643023,3.752581667,四月热招,1
Santal 300 去屑洗发水，200毫升管装 | Biocarepharma,Santal 300 去屑洗发水，200毫升管装 | Biocarepharma,3.9,https://cf.shopee.vn/file/vn-11134207-820l4-mj014o46ij9eed,http://shopee.vn/product/887328129/23180345399,Hair Care,Shampoo,IVCN202603244330,89438558135,https://detail.1688.com/offer/943278147207.html?spm=a26352.b28411319/2508.0.0.7b531e62CtTafD,1688链接,03-27发布,23180345399,5.159841898,四月热招,1
Purité 沐浴露组合装：1.1升樱花/玫瑰香型沐浴露和500毫升樱花/牡丹/玫瑰香型沐浴露。,樱花+牡丹,23.21,https://cf.shopee.vn/file/vn-11134207-820l4-mfjff80bkvm611,http://shopee.vn/product/779659055/25852033496,Bath & Body Care,Body Wash & Soap,IVCN202603244332,89656734299,https://detail.1688.com/offer/977851720425.html?spm=a26352.13672862.offerlist.14.290d2f953eHkKa&offerId=977851720425&sortType=&pageId=&abBizDataType=cbuOffer&trace_log=normal&uuid=0546a5aca57e46b3a39e224af0a30854&skuId=5995096809577&forcePC=1767007917354,1688链接,03-27发布,25852033496,23.21969687,四月热招,3
Sunplay 舒肤水润防晒身体乳液 SPF 50+ PA++++ (150克) - 清凉身体防晒霜,Sunplay 舒肤水润防晒身体乳液 SPF 50+ PA++++ (150克) - 清凉身体防晒霜,1,https://cf.shopee.vn/file/vn-11134207-7r98o-lulw9i6jcf1hf9,http://shopee.vn/product/231547049/6034902114,Bath & Body Care,Sun Care,IVCN202603270806,90053708323,https://detail.1688.com/offer/810348781166.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0bb405a417740031442827959e0fcc&token=gU%2BEOext20%2BSNttBH5TTs%2B6rLvcg0xQBXgCIrnQGmztc%2Bz54OGXE33sJR7R0r12g,1688链接,03-27发布,6034902114,11.22812883,四月热招,1
RtopR 芒果丰臀霜提拉紧致滋养臀部护理霜 (40克),RtopR 芒果丰臀霜提拉紧致滋养臀部护理霜 (40克),6.5,https://cf.shopee.com.my/file/cn-11134207-7ras8-m8orau5gr99ue8,http://shopee.com.my/product/322264609/11508213393,Bath & Body Care,"Body Cream, Lotion & Butter",IVCN202603244334,92439914683,https://detail.1688.com/offer/599952340890.html?kj_agent_plugin=aliprice&fromkv=xytTrace%3A2107d64617491930240597646e13fb&token=FOOVWjwCHlqaT2nj1YdbSuoUBVNWToO6%2BIQ%2FZVAxLT7tOP1kDFZhIkETZo2eqsEo,1688链接,03-27发布,11508213393,6.507355331,四月热招,1
Bio-Oil 护肤油（天然）125毫升,Bio-Oil 护肤油（天然）125毫升,11.8,https://cf.shopee.vn/file/sg-11134201-8262c-mlj7dxhylngo39,http://shopee.vn/product/131190752/6092114550,Bath & Body Care,Body Oil,IVCN202603244336,92837684594,https://detail.1688.com/offer/995947052167.html?kj_agent_plugin=aliprice&fromkv=refer%3AHVHFESCLLBNFUSCFGJKFGTSCLBDUCMSUIVGUUV2HGVIFOWJUINGE2VRULBHTGM2TJVJEUV2LLFGFGTKOKVDDMTKKLBDVSM2UINHFEVSHIE2EIS2NJJLEOSSQLBLTOSKN,1688链接,03-27发布,6092114550,42.43363617,四月热招,1
Human Nature SafeProtect SPF30 防晒霜（不含任何有害化学物质）,50克,5,https://cf.shopee.ph/file/ph-11134207-7r98r-lvoa9dm11plg01,http://shopee.ph/product/623745827/15320013632,Bath & Body Care,Sun Care,IVCN202603244338,96267922280,https://detail.1688.com/offer/970751232707.html?spm=a26352.13672862.offerlist.223.1b8834dbvvg1IJ&offerId=970751232707&sortType=&pageId=&abBizDataType=cbuOffer&trace_log=normal&uuid=2ff8319fde4d46a4b86a70be5b548571&skuId=5917857944166&forcePC=1770883258572,1688链接,03-27发布,15320013632,12.86331824,四月热招,2
Human Nature SafeProtect SPF30 防晒霜（不含任何有害化学物质）,100克,10,https://cf.shopee.ph/file/ph-11134207-7r98q-lvoa9dm1345wda,http://shopee.ph/product/623745827/15320013632,Bath & Body Care,Sun Care,IVCN202603244340,96267922281,https://detail.1688.com/offer/970751232707.html?spm=a26352.13672862.offerlist.223.1b8834dbvvg1IJ&offerId=970751232707&sortType=&pageId=&abBizDataType=cbuOffer&trace_log=normal&uuid=2ff8319fde4d46a4b86a70be5b548571&skuId=5917857944166&forcePC=1770883258572,1688链接,03-27发布,15320013632,13.81078866,四月热招,2
身体护理 美白保湿身体乳 无瑕亮白 400毫升,身体护理 美白保湿身体乳 无瑕亮白 400毫升,2.8,https://cf.shopee.ph/file/ph-11134211-7qul4-lfi2cid15i5bdc,http://shopee.ph/product/92328166/18661240493,Bath & Body Care,"Body Cream, Lotion & Butter",IVCN202603244342,98441690029,https://detail.1688.com/offer/922391105008.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,1688链接,03-27发布,18661240493,4.18542314,四月热招,1
优色林水润防晒超轻盈乳液 SPF50 50毫升,优色林水润防晒超轻盈乳液 SPF50 50毫升,9,https://cf.shopee.com.my/file/sg-11134201-7rbmf-lnm1yvhael2p68,http://shopee.com.my/product/135870504/19578123216,Bath & Body Care,Sun Care,IVCN202603270808,98680969834,https://detail.1688.com/offer/987313421581.html?kj_agent_plugin=aliprice&fromkv=xytTrace:2108837b17739937881547620e1010&token=fieWfexO1q3wUeLo7Xxi5E4I%2FPaj5r6oNMKermBm6NI0sAk1EBPrGvPk7o%2F15QWH,1688链接,03-27发布,19578123216,25.6629442,四月热招,1
Grace and Glow 洗发沐浴露套装：控油洗发露 400ml + 烟酰胺持久香氛沐浴露 400ml,🔥黑鸦片,9.6,https://cf.shopee.vn/file/vn-11134207-820l4-mft7uyg3lg5r4a,http://shopee.vn/product/458546292/22752136999,Bath & Body Care,Body Wash & Soap,IVCN202603244344,98769399283,https://detail.1688.com/offer/727976962313.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i1&source=action%23offerItem%3Borigin%23shopee.vn&amug_biz=oneself&amug_fl_src=awakeId_982,1688链接,03-27发布,22752136999,9.765835235,四月热招,1
Dr. Sensitive 超级防晒霜 SPF 50+ PA++++ 面部及身体适用 50ml,Dr. Sensitive 超级防晒霜 SPF 50+ PA++++ 面部及身体适用 50ml,4.1,https://cf.shopee.ph/file/ph-11134207-81ztn-mlecg9gvng209c,http://shopee.ph/product/318219402/23867275345,Bath & Body Care,Sun Care,IVCN202603244346,99357804366,https://detail.1688.com/offer/685504275635.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,1688链接,03-27发布,23867275345,9.253244451,四月热招,2
买6送2 SkinWhite 美白洁面沐浴皂（强效美白，125克）,买6送2 SkinWhite 美白洁面沐浴皂（强效美白，125克）,13.58,https://cf.shopee.ph/file/ph-11134207-7r98z-lmn6bqg065f52d,http://shopee.ph/product/264547661/23853448479,Bath & Body Care,Body Wash & Soap,IVCN202603244348,99430468770,https://detail.1688.com/offer/823498320285.html?spm=a26352.13672862.offerlist.100.3073590083t8Tk&offerId=823498320285&sortType=&pageId=&abBizDataType=cbuOffer&trace_log=normal&uuid=b2ef3387e6ef4aa68082d27e2955f9e1&skuId=5535918528790&forcePC=1765866856767,1688链接,03-27发布,23853448479,13.58820558,四月热招,1
两支装 Etiaxil 止汗除臭剂（每支 15 毫升）,红牌 + 红牌,14,https://cf.shopee.vn/file/vn-11134201-7ras8-m1meo4bx6ym7c6,http://shopee.vn/product/118938080/11566919424,Bath & Body Care,Body Deodorants,IVCN202603244350,103583143532,https://detail.1688.com/offer/956156491980.html?spm=a26352.b28411319/2508.0.0,1688链接,03-27发布,11566919424,55.89076025,四月热招,3
两支装 Etiaxil 止汗除臭剂（每支 15 毫升）,棕标 + 棕标,14,https://cf.shopee.vn/file/vn-11134201-7ras8-m1meo4ft2o9fe4,http://shopee.vn/product/118938080/11566919424,Bath & Body Care,Body Deodorants,IVCN202603244352,103583143533,https://detail.1688.com/offer/956156491980.html?spm=a26352.b28411319/2508.0.0,1688链接,03-27发布,11566919424,60.1248911,四月热招,3
两支装 Etiaxil 止汗除臭剂（每支 15 毫升）,绿标+绿标,14,https://cf.shopee.vn/file/vn-11134207-7ra0g-m837nzm47ps4ca,http://shopee.vn/product/118938080/11566919424,Bath & Body Care,Body Deodorants,IVCN202603244354,103583143534,https://detail.1688.com/offer/956156491980.html?spm=a26352.b28411319/2508.0.0,1688链接,03-27发布,11566919424,54.37991855,四月热招,3
NAKIZ LIVELY BUTT 〡 祛除臀部、腹股沟、腋下、背部、乳头、肘部、膝盖等部位痤疮疤痕的乳霜……泰国,纳基兹妇女,6.8,https://cf.shopee.vn/file/vn-11134207-7ras8-mbgoo7pn1j5wbb,http://shopee.vn/product/97549058/4537529012,Bath & Body Care,Others,IVCN202603244356,109196181155,https://detail.1688.com/offer/901855905390.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,1688链接,03-27发布,4537529012,8.505270507,四月热招,1
杰根斯椰子油保湿乳液 496毫升,杰根斯椰子油保湿乳液 496毫升,13.71,https://cf.shopee.ph/file/ph-11134207-7qul1-lh741h33kwps3a,http://shopee.ph/product/92328166/10101012003,Bath & Body Care,"Body Cream, Lotion & Butter",IVCN202603244358,110053371521,https://detail.1688.com/offer/995708663077.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,1688链接,03-27发布,10101012003,21.30573437,四月热招,1
SUR.MEDIC+ 超级谷胱甘肽 100™ 亮白紧致身体乳 150ml - 美白紧致身体乳,SUR.MEDIC+ 超级谷胱甘肽 100™ 亮白紧致身体乳 150ml - 美白紧致身体乳,3.2,https://cf.shopee.vn/file/vn-11134207-820l4-mj3xcx1kt3pgc4,http://shopee.vn/product/308769229/8651456218,Bath & Body Care,"Body Cream, Lotion & Butter",IVCN202603244360,110096026145,https://detail.1688.com/offer/905411919156.html?spm=a26352.13672862.offerlist.14.6cb833afysho9l&offerId=905411919156&sortType=&pageId=&abBizDataType=cbuOffer&trace_log=normal&uuid=cca864a974914dc386dca1cf2bbff921&skuId=5932143890189&forcePC=1768554998161,1688链接,03-27发布,8651456218,33.45781692,四月热招,1
Flawless U 2in1 木瓜卡拉曼西美白乳液 500ml,Flawless U 2in1 木瓜卡拉曼西美白乳液 500ml,2.5,https://cf.shopee.ph/file/ph-11134207-81zti-mitwtzqm5req51,http://shopee.ph/product/264547661/11777871821,Bath & Body Care,"Body Cream, Lotion & Butter",IVCN202603244362,114477625884,https://detail.1688.com/offer/845424725212.html?spm=a26352.13672862.offerlist.14.29dc1e62PNyLzy,1688链接,03-27发布,11777871821,10.41883808,四月热招,1
